title,description,issue,volume,series,publisher,date,creators,format,value
The Battle of Riverdale,N/A,3A,2,Betty & Veronica,Archie Comic Publications,2018-08-03,Adam Hughes,,0
N/A,N/A,14,1,Betty's Diary,Archie Comic Publications,2014-02-23,Bob Bolling,,0
N/A,N/A,38,1,Betty's Diary,Archie Comic Publications,2014-02-23,N/A,,0
Law & (Dis)Order,N/A,1A,1,Beware The Batman,DC Comics,2014-02-23,Ivan Cohen | Luciano Vecchio,,0
N/A,N/A,1B,1,Big Moose,Archie Comic Publications,2018-08-03,N/A,,0
N/A,Main Covers,1A,1,Big Trouble In Little China,Boom! Studios,2014-07-20,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Cover A,2A,1,Big Trouble In Little China,Boom! Studios,2014-07-16,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Main Covers,3A,1,Big Trouble In Little China,Boom! Studios,2014-08-16,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Main Covers,4A,1,Big Trouble In Little China,Boom! Studios,2014-10-04,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Main Covers,5A,1,Big Trouble In Little China,Boom! Studios,2015-08-08,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Main Covers,6A,1,Big Trouble In Little China,Boom! Studios,2015-08-08,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Cover A,7A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Cover A,8A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,Eric Powell Regular Cover,9A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,N/A,10A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | John Carpenter | Brian Churilla,,0
N/A,N/A,11A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | Brian Churilla,,0
N/A,Brian Churilla Cover,12A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Eric Powell | Brian Churilla,,0
N/A,Jay Shaw Cover,13A,1,Big Trouble In Little China,Boom! Studios,2015-08-01,Fred Van Lente | Joe Eisma,,0
N/A,Jay Shaw Cover,14A,1,Big Trouble In Little China,Boom! Studios,2015-08-14,Fred Van Lente | Joe Eisma,,0
N/A,N/A,15A,1,Big Trouble In Little China,Boom! Studios,2015-09-12,Fred Van Lente | Joe Eisma,,0
N/A,N/A,16,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Joe Eisma,,0
N/A,N/A,17A,1,Big Trouble In Little China,Boom! Studios,2016-06-03,Fred Van Lente | Dan McDaid,,0
N/A,N/A,18A,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Dan McDaid,,0
N/A,N/A,19A,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Dan McDaid,,0
N/A,N/A,20A,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Dan McDaid,,0
N/A,N/A,21,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Victor Santos,,0
N/A,N/A,22,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Victor Santos,,0
N/A,N/A,23,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Victor Santos,,0
N/A,N/A,24,1,Big Trouble In Little China,Boom! Studios,2016-05-30,Fred Van Lente | Victor Santos,,0
N/A,N/A,25A,1,Big Trouble In Little China,Boom! Studios,2016-06-09,Fred Van Lente | Brian Churilla | Joe Eisma,,0
N/A,Main Covers,1A,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-01-11,Gregory Pak | Daniel Bayliss,,0
N/A,Subscription Cover,1B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-01-11,Gregory Pak | Daniel Bayliss,,0
N/A,Loot Crate Exclusive,1F,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-01-11,N/A,,0
Part 2,Regular Daniel Bayliss Wraparound Cover,2A,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2018-01-05,Gregory Pak | Daniel Bayliss,,0
N/A,Variant Humberto Ramos Subscription Cover,2B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-01-11,Gregory Pak | Daniel Bayliss,,0
Part 3,N/A,3A,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2018-01-05,Gregory Pak | Daniel Bayliss,,0
N/A,N/A,3B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-01-11,Gregory Pak | Daniel Bayliss,,0
N/A,Wraparound Cover,4A,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-02-25,Gregory Pak | Daniel Bayliss,,0
Part 4,Subscription Felipe Massafera Cover,4B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2018-01-05,Gregory Pak | Daniel Bayliss,,0
Part Five,Wraparound Daniel Bayliss Cover,5A,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2018-01-05,Gregory Pak | Daniel Bayliss,,0
N/A,Subscription Giuseppe Camuncoli Cover,5B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2017-02-25,Gregory Pak | Daniel Bayliss,,0
N/A,Variant Ryan Browne Subscription Cover,6B,1,Big Trouble In Little China: Escape From New York,Boom! Studios,2018-01-05,Gregory Pak | Daniel Bayliss,,0
N/A,Cover A by Stephane Roux,1A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,John Carpenter | Anthony Burch | Jorge Corona,,0
N/A,N/A,2A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,N/A,,0
N/A,N/A,3A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,N/A,,0
N/A,Cover A,4A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,John Carpenter | Anthony Burch | Jorge Corona,,0
N/A,N/A,5A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,John Carpenter | Anthony Burch | Jorge Corona,,0
N/A,Regular Jorge Corona Cover,6A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,John Carpenter | Jorge Corona | Anthony Burch,,0
N/A,N/A,7B,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,John Carpenter | Anthony Burch | Jorge Corona,,0
N/A,Cover A by Greg Smallwood,8A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-07-12,N/A,,0
N/A,Regular Rahzzah Cover,9A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-08-03,John Carpenter | Jorge Corona,,0
N/A,Cover by Brett Parson,10A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-08-03,N/A,,0
N/A,Cover by Brett Parson,11A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2018-08-03,N/A,,0
N/A,Brett Parson Cover,12A,1,Big Trouble In Little China: Old Man Jack,Boom! Studios,2019-01-19,N/A,,0
First Flight,N/A,0,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Romano Molenaar | Vicente Cifuentes,,0
Let Us Prey,2nd Print,1B,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Jesús Saíz,,0
Clean Getaway,N/A,6,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Javier Pina,,0
Brain Damage,N/A,7,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Jesús Saíz,,0
A Far Cry,N/A,8,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Jesús Saíz | Javier Pina,,0
Night of the Owls - Gangland Style,N/A,9,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Travel Foreman | Jeffrey Huet,,0
Heet Seekers,N/A,10,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Travel Foreman,,0
Tangled Up Inside,N/A,11,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Travel Foreman | Timothy Green II,,0
Heartbreak And Vine,N/A,12,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Cliff Richards,,0
Swear By My Eyes,N/A,13,3,Birds of Prey,DC Comics,2014-02-23,Duane Swierczynski | Romano Molenaar | Vicente Cifuentes,,0
Zero Year - Sunrise,N/A,25,3,Birds of Prey,DC Comics,2014-03-23,Christy Marx | Travis Moore | Daniel Sampere,,0
"Futures End, The Red League",3D Cover,1A,1,Birds Of Prey: Futures End,DC Comics,2014-10-04,Christy Marx | Robson Rocha | Julio Ferreira,,0
Birthright,Marc Silvestri Variant Cover,1B,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,2nd Print,2C,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,3,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,4,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,5A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,James Harren Variant Cover,6B,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,7,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,10,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Andrei Bressan Regular Cover,11A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,12A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Andrei Bressan Regular Cover,13A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Andrei Bressan Regular Cover,14A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Andrei Bressan Regular Cover,15A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,16A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,17A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,18,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,19,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,20,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,21,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,22,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,23,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,24,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,25,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Variant Lorenzo De Felici Cover,26B,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Andrei Bressan,,0
N/A,Regular Andrei Bressan & Adriano Lucas Cover,27A,1,Birthright,Image Comics,2018-01-05,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,28,1,Birthright,Image Comics,2018-02-13,Joshua Williamson | Adriano Lucas,,0
N/A,N/A,29,1,Birthright,Image Comics,2018-01-26,N/A,,0
N/A,N/A,30,1,Birthright,Image Comics,2018-07-16,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,31A,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,32,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,33,1,Birthright,Image Comics,2020-12-04,N/A,,0
N/A,Regular Andrei Bressan & Adriano Lucas Cover,34A,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,35,1,Birthright,Image Comics,2020-12-04,N/A,,0
N/A,N/A,36,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,37,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,38,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,39,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,40,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,41,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,42,1,Birthright,Image Comics,2020-12-03,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,43,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,44,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,45,1,Birthright,Image Comics,2020-12-04,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,46,1,Birthright,Image Comics,2021-06-13,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,47,1,Birthright,Image Comics,2021-06-13,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,48,1,Birthright,Image Comics,2021-06-13,Joshua Williamson | Andrei Bressan,,0
N/A,N/A,49,1,Birthright,Image Comics,2021-06-13,Joshua Williamson | Adriano Lucas | Andrei Bressan,,0
N/A,N/A,50,1,Birthright,Image Comics,2021-06-13,N/A,,0
Escape From Tomorrow,N/A,1,1,Bishop,Marvel Comics,2014-02-23,John Ostrander | Carlos Pacheco | Cam Smith,,0
One Man Posse,N/A,2A,1,Bishop,Marvel Comics,2014-02-23,John Ostrander | Carlos Pacheco | Cam Smith,,0
Future Intense,N/A,3,1,Bishop,Marvel Comics,2014-02-23,John Ostrander | Carlos Pacheco | Cam Smith,,0
Final Reckonings,N/A,4,1,Bishop,Marvel Comics,2014-02-23,John Ostrander | Carlos Pacheco | Cam Smith,,0
Black,First Printing,1,1,Black & White,Image Comics,2014-02-23,Pamela Thibert | Art Thibert,,0
Chapter 8,Cvr A Dale Eaglesham,1A,1,Black Adam: Endless Winter Special,DC Comics,2021-01-01,Ron Marz | Andy Lanning | Brandon Peterson,,0
N/A,Regular Christian Ward Cover,1A,1,Black Bolt,Marvel Comics,2021-01-12,Saladin Ahmed | Christian Ward,,0
N/A,Regular Christian Ward Cover,2A,1,Black Bolt,Marvel Comics,2021-01-12,Saladin Ahmed | Christian Ward,,0
N/A,N/A,HC,1,Black Canary And Zatanna: Bloodspell,DC Comics,2014-05-25,Paul Dini | Joe Quinones,,0
Thieves Like Us,Regular J Scott Campbell Cover,1A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman | Michael Dowling,,0
"Holiest Of Holies, Part One",Regular J Scott Campbell Cover,2A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman,,0
"Holiest Of Holies, Part Two",Regular J Scott Campbell Cover,3A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman | Michael Dowling,,0
"Yancy St. Shuffle, Part One",N/A,4A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman,,0
N/A,Regular J Scott Campbell Cover,5A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman,,0
N/A,Regular J Scott Campbell Cover,6A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Michael Dowling,,0
N/A,Regular J Scott Campbell Cover,7A,1,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Travel Foreman,,0
Girls' Night Out,Regular J Scott Campbell Cover,8A,1,Black Cat,Marvel Comics,2020-02-23,Jed Mackay | Annie Wu | Dike Ruan,,0
N/A,Regular J Scott Campbell Cover,9A,1,Black Cat,Marvel Comics,2020-02-13,Jed Mackay | Kris Anka,,0
"Sleight Of Hand, Part Two",Regular J Scott Campbell Cover,10A,1,Black Cat,Marvel Comics,2020-08-08,Jed Mackay | Kris Anka,,0
N/A,Regular J Scott Campbell Cover,11A,1,Black Cat,Marvel Comics,2020-08-08,Jed Mackay | Carlos Villa,,0
"Full Metal Black Cat, Part Two",Regular J Scott Campbell Cover,12A,1,Black Cat,Marvel Comics,2020-12-04,Jed Mackay | Carlos Villa,,0
N/A,Variant Todd Nauck Cover,1B,1 Annual,Black Cat,Marvel Comics,2019-12-22,Jed Mackay | Juan Gedeon | Natacha Bustos,,0
"King in Black - Queen in Black, Part One",Pepe Larraz Regular Cover,1A,2,Black Cat,Marvel Comics,2021-06-02,Jed Mackay | C.F. Villa,,0
N/A,Variant Peach Momoko Marvel vs Alien Cover,2B,2,Black Cat,Marvel Comics,2021-01-31,Jed Mackay | C.F. Villa,,0
N/A,2nd Printing,2F,2,Black Cat,Marvel Comics,2021-06-01,N/A,,0
"King in Black - Queen in Black, Part Three",Regular Pepe Larraz Cover,3A,2,Black Cat,Marvel Comics,2021-06-02,Jed Mackay | C.F. Villa,,0
N/A,Variant Natacha Bustos Cover,4C,2,Black Cat,Marvel Comics,2021-06-17,Jed Mackay | Nina Vakueva,,0
"The Gilded City, Part 1",Regular Pepe Larraz Cover,5A,2,Black Cat,Marvel Comics,2021-06-17,Jed Mackay | Michael Dowling,,0
"The Gilded City, Part 2",N/A,6A,2,Black Cat,Marvel Comics,2021-06-13,Jed Mackay | Michael Dowling,,0
"The Gilded City, Part 3",Regular Pepe Larraz Cover,7A,2,Black Cat,Marvel Comics,2021-06-18,Jed Mackay | Michael Dowling,,0
N/A,Regular Pepe Larraz Cover,8A,2,Black Cat,Marvel Comics,2021-08-01,Jed Mackay | Carlos Villa,,0
"Infinity Score, Part 2",N/A,9A,2,Black Cat,Marvel Comics,2021-08-20,Jed Mackay | Carlos Villa,,0
N/A,Variant Dike Ruan Miles Morales Spider-Man 10th Anniversary Cover,10D,2,Black Cat,Marvel Comics,2021-10-01,Jed Mackay | Carlos Villa,,0
A Dream Of Flying,N/A,1,1,Black Condor,DC Comics,2014-02-23,Brian Augustyn | Rags Morales,,0
Monsters,N/A,1A,1,Black Flag (Image),Image Comics,2014-02-23,Dan Fraga | Eric Stephenson,,0
"Justice, No Waiting",N/A,1,1,Black Hood,DC Comics,2014-02-23,Mark Obie Wheatley | Rick Burchett,,0
N/A,Julian Totino Tedesco Regular Cover,1A,4,Black Knight,Marvel Comics,2016-05-30,Frank Tieri | Luca Pizzari,,0
"Dark Knight, Part Two",Julian Totino Tedesco Regular Cover,2A,4,Black Knight,Marvel Comics,2016-05-30,Frank Tieri | Kev Walker | Luca Pizzari,,0
N/A,N/A,3A,4,Black Knight,Marvel Comics,2016-05-30,Frank Tieri | Kev Walker | Luca Pizzari,,0
"Dark Knight, Part Four",N/A,4,4,Black Knight,Marvel Comics,2016-05-30,Frank Tieri | Luca Pizzari,,0
N/A,N/A,5A,4,Black Knight,Marvel Comics,2016-05-30,Frank Tieri | Luca Pizzari | Julian Totino Tedesco,,0
"Awakening, Part 1",Jill Thompson Variant Cover,1B,1,Black Magick,Image Comics,2016-03-19,Greg Rucka | Nicola Scott,,0
"Awakening, Part 2",Nicola Scott Regular Cover,2A,1,Black Magick,Image Comics,2016-03-19,Greg Rucka | Nicola Scott,,0
"Awakening, Part 3",Nicola Scott Regular Cover,3A,1,Black Magick,Image Comics,2016-04-09,Greg Rucka | Nicola Scott,,0
"Awakening, Part 4",Nicola Scott Regular Cover,4A,1,Black Magick,Image Comics,2016-05-30,Greg Rucka | Nicola Scott,,0
The Tainted Zone,N/A,3,2,Black Orchid,DC Comics,2014-02-23,Dick Foreman | Jill Thompson | Stan Woch,,0
Glamour's End,N/A,14,2,Black Orchid,DC Comics,2014-02-23,Dick Foreman | Rebecca Guay | Stan Woch,,0
"We are the Streets, Part 1: Double Consciousness",Regular John Cassaday Cover,1A,1,Black Panther and The Crew,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Jackson Guice | Scott Hanna,,0
"We are the Streets, Part 2: Afro-Blue",Regular John Cassaday Cover,2A,1,Black Panther and The Crew,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Yona Harvey | Jackson Guice,,0
"Cry, The Accursed Country!",N/A,1,2,Black Panther,Marvel Comics,2014-02-23,Peter B. Gillis | Denys B. Cowan | Sam de la Rosa,,0
The Client,N/A,1A,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Mark Texeira,,0
Invasion,N/A,2A,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Mark Texeira,,0
Original Sin,N/A,3,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Mark Texeira | Alitha Martinez,,0
The Price,N/A,4,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Mark Texeira | Alitha Martinez,,0
Lord Of The Damned,N/A,5,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Vince Evans,,0
Hunted,N/A,6,3,Black Panther,Marvel Comics,2014-02-23,Christopher Priest | Joe Jusko,,0
A Nation Under Our Feet,Brian Stelfreeze Regular Cover,1A,6,Black Panther,Marvel Comics,2016-04-09,Ta-Nehisi Coates | Brian Stelfreeze,,0
"A Nation Under Our Feet, A Nation Under Our Feet",Brian Stelfreeze Regular Cover,2A,6,Black Panther,Marvel Comics,2016-05-30,Ta-Nehisi Coates | Brian Stelfreeze,,0
"A Nation Under Our Feet, Part Four",Regular Brian Stelfreeze Cover,4A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Brian Stelfreeze,,0
"A Nation Under Our Feet, Part Five",1st Print,5A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Karl Story,,0
"A Nation Under Our Feet, Part Six",Regular Brian Stelfreeze Cover,6A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Karl Story,,0
"A Nation Under Our Feet, Part Seven",Regular Brian Stelfreeze Cover,7A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Karl Story,,0
"A Nation Under Our Feet, Part Eight",Regular Brian Stelfreeze Cover,8A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Walden Wong,,0
"A Nation Under Our Feet, Part Nine",Regular Brian Stelfreeze Cover,9A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Brian Stelfreeze,,0
"A Nation Under Our Feet, Part Ten",Regular Brian Stelfreeze Cover,10A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Karl Story,,0
"A Nation Under Our Feet, Part Eleven",N/A,11A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Chris Sprouse | Walden Wong,,0
"A Nation Under Our Feet, Part Twelve",Regular Brian Stelfreeze Cover,12A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Brian Stelfreeze | Chris Sprouse,,0
"Avengers of the New World, Part One",Regular Brian Stelfreeze Cover,13A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Wilfredo Torres,,0
"Avengers of the New World, Part Two",Regular Brian Stelfreeze Cover,14A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Jacen Burrows | Wilfredo Torres,,0
"Avengers of the New World, Part Three",Regular Brian Stelfreeze Cover,15A,6,Black Panther,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Adam Gorham | Wilfredo Torres,,0
"Dawn Of The Midnight Angels, Part 1",Regular Afua Richardson Cover,1A,1,Black Panther: World of Wakanda,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Roxane Gay | Brian Stelfreeze,,0
"Dawn Of The Midnight Angels, Part 2",Regular Afua Richardson Cover,2A,1,Black Panther: World of Wakanda,Marvel Comics,2021-11-24,Ta-Nehisi Coates | Roxane Gay | Brian Stelfreeze,,0
